T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
6.7,13.4,2.4,1019.4,82,0.6,4.8,11.1,239.125
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
8.6,15.5,3.3,1018.7,72,0.8,8.1,20.6,365.29166666666674
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
12.4,20.9,4.4,1017.3,61,1.3,8.7,22.2,312.2083333333333
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
16.0,25.2,10.0,1013.2,79,0.6,4.8,11.1,121.33333333333331
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
13.4,21.0,9.2,1015.1,87,0.5,1.5,7.6,202.875
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
14.3,22.6,6.6,1016.3,76,0.8,0.4,3.5,260.1666666666667
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
12.7,18.9,7.3,1021.2,76,1.8,6.1,16.5,277.7083333333333
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
11.9,18.9,6.3,1020.1,76,1.1,8.3,20.6,284.1666666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
12.2,19.9,6.2,1021.0,69,2.1,4.4,18.3,288.4166666666667
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
13.4,21.1,5.6,1020.0,60,1.9,8.0,22.2,166.91666666666666
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
12.3,21.4,6.4,1019.6,70,1.9,6.7,14.8,169.0
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
13.7,22.0,7.0,1018.2,63,1.8,7.2,18.3,186.04166666666663
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
14.9,21.9,7.1,1018.3,73,0.6,2.0,7.6,nan
25.6,32.3,20.0,1011.4,64,1.9,5.0,14.8,54.625
25.6,32.3,20.0,1011.4,64,1.9,5.0,14.8,54.625
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.875
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
28.1,35.8,18.6,1010.0,40,1.9,8.7,16.5,41.208333333333336
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
30.5,38.8,20.6,1006.0,41,2.4,8.1,22.2,43.33333333333334
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,41.875
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
30.6,38.7,21.5,1007.0,36,1.9,8.3,18.3,44.41666666666666
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.3,21.3,12.0,1015.1,90,1.1,4.3,13,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
16.1,21.8,10.0,1017.1,82,1.3,5.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
17.8,25.7,10.5,1016.3,67,2.1,3.7,11.1,0.0
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
18.4,25.9,11.0,1017.0,65,2.3,6.7,14.8,51.79166666666666
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
19.8,27.1,12.8,1017.2,66,2.6,9.8,24.1,66.75
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
22.3,29.0,14.0,1014.6,61,2.3,5.0,13,39.958333333333336
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
18.9,27.1,12.8,1016.1,65,2.6,9.8,18.3,13.0
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
19.7,27.6,12.0,1015.2,66,1.9,5.7,13,7.875
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.4,29.7,12.6,1016.4,65,1.4,2.8,9.4,33.541666666666664
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.7,28.4,16.2,1013.1,61,2.3,10.2,22.2,151.79166666666666
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
21.5,29.2,15.0,1010.8,59,2.6,7.4,18.3,181.54166666666663
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
22.4,32.5,14.5,1007.2,68,2.1,5.4,11.1,219.95833333333331
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
24.6,32.7,16.5,1010.6,64,1.8,2.8,11.1,126.0
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
25.2,32.7,19.1,1010.7,64,1.9,2.8,11.1,172.66666666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
23.4,29.1,19.6,1011.7,69,1.9,4.8,9.4,207.04166666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
24.2,30.8,17.0,1008.2,48,1.9,13.1,22.2,239.41666666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
13.9,21.1,10.8,1019.8,83,0.8,2.6,7.6,196.54166666666663
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
15.3,24.4,6.8,1016.9,79,0.6,1.9,7.6,206.75
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
18.6,27.8,8.9,1014.4,65,1.3,5.6,57.6,235.58333333333331
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
19.7,26.4,15.1,1009.3,72,1.6,15.0,29.4,282.1666666666667
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
13.8,26.4,9.6,1011.3,88,1.0,8.1,14.8,226.45833333333331
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
12.7,19.5,7.0,1012.0,66,1.4,9.3,25.9,222.125
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
15.3,22.6,5.6,1013.6,67,1.6,4.8,11.1,135.16666666666666
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
13.1,22.6,11.0,1011.8,97,1.1,5.4,11.1,133.125
12.6,17.7,9.2,1012.6,91,0.6,3.9,7.6,175.04166666666663
12.6,17.7,9.2,1012.6,91,0.6,3.9,7.6,175.04166666666663
